Date,Open,High,Low,Close,Adj Close,Volume
04-05-2020,50.049999,51.450001,48.25,49.299999,49.299999,32887553
05-05-2020,49.700001,50.849998,47.900002,48.349998,48.349998,41056481
06-05-2020,48.5,49.450001,47.200001,47.599998,47.599998,28838380
07-05-2020,47.400002,48.950001,45.799999,46.099998,46.099998,21404250
08-05-2020,47.400002,49.25,46.099998,47.049999,47.049999,30908883
11-05-2020,47.549999,49.400002,46.549999,48.75,48.75,52620294
12-05-2020,48.700001,49.099998,46.650002,48.599998,48.599998,24434204
13-05-2020,52,52,48.150002,48.75,48.75,48002139
14-05-2020,48,49.599998,47.400002,49.299999,49.299999,24670241
15-05-2020,49.299999,49.400002,46.900002,47.150002,47.150002,30012924
18-05-2020,47.200001,47.299999,42.5,43.849998,43.849998,42860432
19-05-2020,44.299999,45.25,42.849998,43.049999,43.049999,26931868
20-05-2020,43.049999,43.549999,42.349998,43.349998,43.349998,26022960
21-05-2020,43.349998,46.5,43.049999,46.099998,46.099998,42517927
22-05-2020,45.650002,45.799999,43.400002,43.599998,43.599998,29579130
26-05-2020,44,44.549999,43.099998,43.549999,43.549999,25975086
27-05-2020,43.799999,44.099998,43,43.200001,43.200001,30177711
28-05-2020,43.700001,44.75,43.200001,44.400002,44.400002,40119059
29-05-2020,43.75,44.349998,42,42.450001,42.450001,161896457
01-06-2020,43.849998,47.349998,43.5,46.400002,46.400002,85516109
02-06-2020,46.400002,48.099998,45,47.700001,47.700001,58619362
03-06-2020,48.5,49.099998,46.700001,47.150002,47.150002,39534733
04-06-2020,47.150002,47.200001,45.25,45.75,45.75,51798931
05-06-2020,46.299999,49.049999,45.5,48.349998,48.349998,86626744
08-06-2020,50,54.299999,49.650002,53.049999,53.049999,127005924
09-06-2020,54.549999,55.349998,50.099998,50.75,50.75,74461214
10-06-2020,51,53.200001,50.75,52.700001,52.700001,53552512
11-06-2020,52.099998,52.349998,50.700001,51.099998,51.099998,40374949
12-06-2020,47.099998,52.75,47.099998,52.349998,52.349998,48099060
15-06-2020,52.349998,53.799999,51.049999,51.75,51.75,41216921
16-06-2020,53.049999,53.150002,49.75,50.849998,50.849998,35077339
17-06-2020,50.5,51.299999,49.599998,50.5,50.5,19478299
18-06-2020,50.299999,51.400002,50.099998,51.150002,51.150002,17549274
19-06-2020,51.299999,54.900002,51.099998,54.349998,54.349998,60314031
22-06-2020,54.450001,55.700001,53.75,54.599998,54.599998,38409480
23-06-2020,55.200001,56.5,53.650002,56.25,56.25,44077677
24-06-2020,56.950001,58.5,53.650002,54.150002,54.150002,59320628
25-06-2020,54,54.799999,52.5,53.450001,53.450001,47193437
26-06-2020,55,55.5,51.799999,52.450001,52.450001,75774210
29-06-2020,51.650002,51.849998,48.450001,48.599998,48.599998,76140969
30-06-2020,49.200001,49.900002,46.650002,46.950001,46.950001,61764123
01-07-2020,47.549999,48.599998,46.849998,48.200001,48.200001,52568135
02-07-2020,48.25,49.450001,47.900002,49.099998,49.099998,42265025
03-07-2020,49.599998,49.599998,48.450001,49.099998,49.099998,26948635
06-07-2020,49.799999,52,49.450001,51.75,51.75,58136383
07-07-2020,52,52.650002,50.849998,51.900002,51.900002,44498226
08-07-2020,52.150002,53.400002,51.599998,51.950001,51.950001,55030505
09-07-2020,52.5,52.700001,51.75,52.150002,52.150002,23041415
10-07-2020,51.5,52.200001,50.599998,51.150002,51.150002,28983326
13-07-2020,51.599998,52.450001,50.599998,50.799999,50.799999,22917791
14-07-2020,50.900002,50.900002,48.700001,50.400002,50.400002,31559332
15-07-2020,50.400002,51,49,49.299999,49.299999,26806872
16-07-2020,49.349998,50.5,48.349998,50.200001,50.200001,23238290
17-07-2020,50.849998,52.5,50.400002,51.75,51.75,35679122
20-07-2020,52.200001,52.799999,51.25,51.549999,51.549999,31407348
21-07-2020,52.049999,53.150002,51.799999,52.450001,52.450001,35339133
22-07-2020,52.450001,52.599998,50.900002,51.650002,51.650002,27100245
23-07-2020,51.549999,52.549999,51,52,52,14462940
24-07-2020,51.450001,52.75,49.900002,50.400002,50.400002,38254625
27-07-2020,50.900002,50.900002,48.900002,49.349998,49.349998,21553270
28-07-2020,49.400002,51.450001,49.299999,51.150002,51.150002,39602333
29-07-2020,50.900002,52,50.650002,51.200001,51.200001,26869189
30-07-2020,51.25,51.549999,49,49.150002,49.150002,30168975
31-07-2020,49.25,49.400002,48,48.650002,48.650002,24647134
03-08-2020,49,50.5,48.650002,49.299999,49.299999,38014791
04-08-2020,49.700001,50.25,49.299999,49.599998,49.599998,22245978
05-08-2020,49.900002,50.200001,48.849998,49,49,31666335
06-08-2020,49.599998,49.650002,48.849998,49.049999,49.049999,20389555
07-08-2020,49.150002,50.400002,48.849998,49.950001,49.950001,28799077
10-08-2020,50.549999,51.849998,50.349998,51.400002,51.400002,33046251
11-08-2020,51.900002,52.400002,50.599998,52.200001,52.200001,33476192
12-08-2020,52.200001,54.099998,51.900002,53.950001,53.950001,52069974
13-08-2020,53,62,52.299999,61.099998,61.099998,245006352
14-08-2020,62,65.400002,60.25,61.599998,61.599998,163236538
17-08-2020,62.5,64.5,60.150002,62.700001,62.700001,70338059
18-08-2020,63,68.949997,63,68.5,68.5,102254838
19-08-2020,69.349998,71.199997,67.150002,69.25,69.25,139375595
20-08-2020,68.099998,72.150002,67.349998,71.300003,71.300003,85934093
21-08-2020,71.949997,72.550003,68.900002,69.349998,69.349998,50660697
24-08-2020,69.349998,69.900002,67.800003,68.400002,68.400002,35477099
25-08-2020,69.25,70.300003,68.199997,69.949997,69.949997,37519474
26-08-2020,70.599998,71.449997,70,71.050003,71.050003,28156161
27-08-2020,71.449997,73.599998,71.199997,72.5,72.5,43221983
28-08-2020,72.550003,73.300003,70.199997,70.5,70.5,38400277
31-08-2020,71,71.550003,67,67.650002,67.650002,45222607
01-09-2020,67.900002,69.75,66.150002,68.800003,68.800003,38622193
02-09-2020,69.5,69.5,67.550003,68.449997,68.449997,22929047
03-09-2020,69.25,70.5,68.75,69.5,69.5,26397674
04-09-2020,68.199997,72.599998,67.349998,69.800003,69.800003,68923341
07-09-2020,70.5,71.650002,68.550003,69.550003,69.550003,37445742
08-09-2020,70,70,67.099998,67.550003,67.550003,20278650
09-09-2020,66.800003,67.449997,64.150002,66.949997,66.949997,35957577
10-09-2020,67.5,68.400002,65.349998,67.75,67.75,30627348
11-09-2020,67.75,69.199997,66.800003,68.150002,68.150002,28563976
14-09-2020,69.5,75.449997,69.099998,74.800003,74.800003,91859554
15-09-2020,75.050003,78.5,73.900002,77.849998,77.849998,77842229
16-09-2020,77.5,80.400002,76.449997,78.900002,78.900002,68301031
17-09-2020,77.75,79.199997,77.099998,78.300003,78.300003,37031373
18-09-2020,79.199997,83.400002,78.650002,79.699997,79.699997,78660973
21-09-2020,80.099998,80.949997,73.699997,74.599998,74.599998,58238071
22-09-2020,74.599998,76.349998,70.75,74.449997,74.449997,91704912
23-09-2020,76.199997,76.650002,71.849998,73.599998,73.599998,51100182
24-09-2020,72,72.25,66.849998,67.400002,67.400002,61809909
25-09-2020,68.599998,76.949997,68.550003,76.300003,76.300003,108389319
28-09-2020,77.099998,79.400002,76.050003,76.599998,76.599998,79277445
29-09-2020,77.449997,77.75,73.75,74.949997,74.949997,59401002
30-09-2020,75.400002,75.650002,73.199997,74.400002,74.400002,31984219
01-10-2020,75.400002,77,74.800003,76.25,76.25,40383014
05-10-2020,76.25,77.099998,74.400002,75.25,75.25,31686013
06-10-2020,76,78.199997,75.050003,76.199997,76.199997,43163558
07-10-2020,76,77.199997,74.800003,76.599998,76.599998,33623284
08-10-2020,76.550003,77.75,75.099998,76.199997,76.199997,36250101
09-10-2020,76.199997,77.199997,75.300003,75.849998,75.849998,22647335
12-10-2020,76,76.300003,73,73.400002,73.400002,31503786
13-10-2020,73.050003,74.599998,72.75,73.900002,73.900002,23655428
14-10-2020,73.900002,74.199997,72,73.199997,73.199997,27319334
15-10-2020,74.5,77.349998,72,72.349998,72.349998,65201466
16-10-2020,73.300003,75.650002,73.150002,75,75,46970308
19-10-2020,75.75,75.800003,74.050003,74.449997,74.449997,24376657
20-10-2020,74,75.550003,73.5,75.349998,75.349998,18112040
21-10-2020,75.650002,76.599998,74.800003,75.5,75.5,26764351
22-10-2020,74.949997,79.5,74.800003,79.25,79.25,53495868
23-10-2020,79.550003,83.5,78.550003,81.800003,81.800003,88539182
26-10-2020,81.849998,82.550003,78,78.650002,78.650002,42501858
27-10-2020,78.849998,82.199997,76.300003,81.75,81.75,61369242
28-10-2020,81.599998,83.300003,79.349998,80.300003,80.300003,51537877
29-10-2020,78.800003,81.199997,78.300003,80.349998,80.349998,33599352
30-10-2020,80.300003,81.800003,78.300003,78.949997,78.949997,28488489
02-11-2020,79.800003,82.650002,78.599998,81.800003,81.800003,33498683
03-11-2020,82.050003,85.349998,81.949997,83.900002,83.900002,50147265
04-11-2020,83.5,85,82.099998,83.949997,83.949997,31160897
05-11-2020,84.800003,86,83.849998,85.349998,85.349998,25289820
06-11-2020,85,86.650002,84.349998,85,85,25995944
09-11-2020,83.900002,85,82.400002,84.300003,84.300003,36749332
10-11-2020,85.699997,91.949997,84.550003,91.050003,91.050003,89848392
11-11-2020,90.400002,91.5,88.550003,89.25,89.25,44909799
12-11-2020,89.550003,91.150002,88.849998,90.099998,90.099998,33102178
13-11-2020,89.699997,91.349998,89.300003,90.550003,90.550003,22444501
14-11-2020,null,null,null,null,null,null
17-11-2020,91.199997,93.150002,91.099998,91.75,91.75,27649089
18-11-2020,91.099998,96,91.099998,95.150002,95.150002,47670415
19-11-2020,94.25,97.800003,93.650002,94.800003,94.800003,42623559
20-11-2020,95.449997,96.099998,88.599998,90.800003,90.800003,56795404
23-11-2020,91.900002,92.449997,89.800003,91.25,91.25,34856235
24-11-2020,91.900002,92.199997,90.349998,91.300003,91.300003,20003627
25-11-2020,91.300003,92.099998,88.099998,89.599998,89.599998,34277581
