Date,Open,High,Low,Close,Adj Close,Volume
2021-01-08,50.970001,51.799999,50.970001,51.790001,50.837921,3500
2021-01-11,49.759998,51.119999,49.759998,50.840000,49.905384,6100
2021-01-12,50.939999,51.549999,50.930000,51.549999,50.602333,12200
2021-01-13,51.689999,51.689999,50.630001,50.630001,49.699245,12300
2021-01-14,51.130001,51.990002,50.950001,51.939999,50.985161,3700
2021-01-15,49.540001,49.799999,49.130001,49.160000,48.256271,2200
2021-01-19,49.860001,50.200001,48.900002,49.291000,48.384861,3800
2021-01-20,50.285000,50.285000,49.560001,49.560001,48.648918,5700
2021-01-21,51.099998,51.154999,50.553001,51.154999,50.214592,2700
2021-01-22,50.599998,51.000000,50.599998,50.849998,49.915199,2700
2021-01-25,49.310001,50.020000,49.310001,50.020000,49.100460,2900
2021-01-26,50.542000,50.542000,49.759998,50.400002,49.473476,2400
2021-01-27,47.549999,49.060001,47.549999,47.877998,46.997837,4800
2021-01-28,48.750000,49.389999,48.310001,48.311001,47.422878,4400
2021-01-29,47.860001,48.450001,47.310001,48.450001,47.559322,3800
2021-02-01,48.419998,48.759998,48.419998,48.645000,47.750736,3500
2021-02-02,49.474998,50.119999,49.474998,50.119999,49.198620,2900
2021-02-03,49.285999,49.770000,48.599998,49.542000,48.631248,5700
2021-02-04,49.115002,49.840000,48.490002,48.966000,48.065834,3400
2021-02-05,48.764999,49.110001,48.501999,48.665001,47.770370,4400
2021-02-08,50.400002,50.410000,49.330002,49.330002,48.423145,5200
2021-02-09,49.622002,50.000000,49.580002,49.580002,48.668552,3300
2021-02-10,49.799999,50.400002,49.271000,50.049999,49.129910,7800
2021-02-11,50.500000,50.520000,50.146999,50.146999,49.225124,4100
2021-02-12,51.000000,51.490002,50.849998,51.180000,50.239136,4500
2021-02-16,51.660000,52.119999,51.419998,51.665001,50.715221,5100
2021-02-17,51.400002,51.889999,50.773998,51.889999,50.936081,2100
2021-02-18,50.220001,51.130001,49.820000,50.278999,49.354698,3000
2021-02-19,51.198002,51.799999,50.902000,50.902000,49.966248,2100
2021-02-22,50.639999,50.930000,50.520000,50.599998,49.669796,2200
2021-02-23,50.400002,50.400002,49.810001,49.910000,48.992481,5600
2021-02-24,50.450001,51.500000,50.080002,50.080002,49.159359,10000
2021-02-25,51.330002,51.540001,49.860001,50.535000,49.605991,8600
2021-02-26,49.419998,49.490002,48.090000,48.845001,47.947063,13100
2021-03-01,50.730000,50.730000,49.340000,49.779999,48.864872,7200
2021-03-02,50.360001,50.582001,50.139999,50.384998,49.458748,7000
2021-03-03,51.522999,51.750000,51.250000,51.750000,50.798656,3300
2021-03-04,49.970001,50.261002,49.020000,49.020000,48.118843,5200
2021-03-05,49.380001,49.810001,48.889999,48.939999,48.040314,3400
2021-03-08,48.549999,50.490002,48.410000,49.654999,48.742168,3600
2021-03-09,49.779999,51.349998,49.779999,50.270000,49.345863,2400
2021-03-10,50.660000,51.459999,50.490002,51.459999,50.513988,4100
2021-03-11,51.660000,52.410000,51.419998,51.779999,50.828106,84600
2021-03-12,52.259998,52.930000,51.240002,52.310001,51.348362,77000
2021-03-15,51.599998,52.189999,50.900002,51.779999,50.828106,62600
2021-03-16,51.820000,52.169998,51.209999,52.150002,51.191303,49300
2021-03-17,51.790001,52.310001,50.419998,52.310001,51.348362,120200
2021-03-18,50.869999,52.910000,50.869999,52.630001,51.662479,63700
2021-03-19,51.950001,52.639999,51.919998,51.919998,50.965530,3600
2021-03-22,51.820000,51.820000,51.544998,51.820000,50.867371,3600
2021-03-23,52.139999,52.139999,51.299999,51.299999,50.356930,7400
2021-03-24,52.004002,52.529999,51.634998,52.529999,51.564316,3500
2021-03-25,51.369999,51.919998,51.369999,51.605000,50.656322,2500
2021-03-26,53.025002,54.029999,53.025002,54.029999,53.036743,6700
2021-03-29,53.279999,53.669998,52.610001,53.154999,52.177826,15600
2021-03-30,53.150002,53.599998,52.785000,52.785000,51.814629,2600
2021-03-31,52.070000,52.509998,52.070000,52.500000,51.534870,1400
2021-04-01,52.560001,53.139999,52.299999,53.139999,52.163105,8300
2021-04-05,53.139999,54.389999,53.139999,53.950001,52.958214,2100
2021-04-06,53.470001,53.840000,52.848999,53.029999,52.055126,4000
2021-04-07,53.665001,53.794998,51.810001,53.200001,52.222000,2300
2021-04-08,52.013000,53.099998,51.610001,53.099998,53.099998,2900
2021-04-09,53.320000,53.509998,51.950001,52.849998,52.849998,4600
2021-04-12,52.990002,53.000000,51.470001,52.375000,52.375000,4400
2021-04-13,52.250000,52.720001,52.040001,52.529999,52.529999,3600
2021-04-14,52.310001,52.869999,51.209999,51.209999,51.209999,3500
2021-04-15,54.369999,54.880001,54.369999,54.570000,54.570000,2500
2021-04-16,55.410000,55.720001,55.169998,55.720001,55.720001,3800
2021-04-19,56.000000,56.200001,55.595001,55.595001,55.595001,2200
2021-04-20,54.939999,55.630001,54.466999,55.259998,55.259998,3600
2021-04-21,55.240002,56.230000,55.240002,56.209999,56.209999,6000
2021-04-22,55.669998,55.700001,55.349998,55.349998,55.349998,5100
2021-04-23,56.099998,56.509998,55.000000,55.759998,55.759998,7200
2021-04-26,56.090000,56.459999,55.200001,56.400002,56.400002,3200
2021-04-27,55.570000,56.139999,55.570000,55.939999,55.939999,2100
2021-04-28,55.689999,55.750000,55.000000,55.060001,55.060001,5800
2021-04-29,55.299999,56.680000,55.220001,56.680000,56.680000,3000
2021-04-30,55.099998,55.470001,55.099998,55.367001,55.367001,3000
